Anzsic,Anzsic_description,Period,Data_value,Variable,Units,Gas,Status
BB1,Mining,2014Q2,398,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q3,408,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q4,380,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q1,389,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q2,427,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q3,446,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q4,424,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q1,403,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q2,363,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q3,398,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q4,363,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q1,356,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q2,360,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q3,364,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q4,394,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q1,375,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q2,360,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q3,341,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q4,332,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q1,350,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q2,351,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q3,355,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q4,357,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q1,338,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q2,271,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q3,309,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q4,306,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q1,315,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q2,313,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q3,296,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q4,320,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2022Q1,311,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q1,5194,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q2,5206,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q3,5407,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q4,5801,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q1,5667,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q2,5048,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q3,5175,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q4,5347,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q1,5190,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q2,4851,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q3,4947,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q4,4714,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q1,4896,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q2,4954,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q3,5107,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q4,5490,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q1,5008,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q2,4733,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q3,5095,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q4,5552,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q1,5624,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q2,5000,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q3,5365,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q4,5481,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q1,5144,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q2,4680,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q3,5548,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q4,5246,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q1,5490,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q2,5528,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q3,4582,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q4,4587,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2022Q1,4930,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q1,2942,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q2,2812,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q3,3078,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q4,3404,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q1,3099,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q2,2867,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q3,2919,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q4,3122,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q1,2995,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q2,2693,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q3,2941,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q4,2840,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q1,2989,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q2,2608,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q3,2668,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q4,3106,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q1,2706,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q2,2551,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q3,2860,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q4,3068,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q1,3012,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q2,2652,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q3,2811,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q4,3223,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q1,2706,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q2,2417,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q3,2565,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q4,2904,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q1,2709,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q2,2366,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q3,2256,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q4,2791,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2022Q1,2637,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q1,2030,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q2,2168,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q3,2075,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q4,2162,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q1,2328,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q2,1941,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q3,2027,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q4,1993,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q1,1956,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q2,1905,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q3,1741,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q4,1575,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q1,1593,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q2,2053,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q3,2111,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q4,2000,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2018Q1,1932,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2018Q2,1782,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2018Q3,1836,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2018Q4,2066,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2019Q1,2217,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2019Q2,1967,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2019Q3,2176,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2019Q4,1860,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2020Q1,2061,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2020Q2,1996,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2020Q3,2562,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2020Q4,1937,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2021Q1,2375,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2021Q2,2746,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2021Q3,1963,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2021Q4,1393,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2022Q1,1902,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q1,223,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q2,226,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q3,254,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q4,235,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q1,240,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q2,240,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q3,229,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q4,233,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q1,238,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q2,253,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q3,266,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q4,299,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q1,314,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q2,292,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q3,328,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q4,384,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q1,371,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q2,400,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q3,399,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q4,418,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q1,395,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q2,382,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q3,378,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q4,398,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q1,377,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q2,267,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q3,421,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q4,405,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q1,406,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q2,416,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q3,363,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q4,404,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2022Q1,391,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q1,2079,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q2,2026,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q3,2175,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q4,2145,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q1,2201,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q2,2184,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q3,2272,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q4,2282,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q1,2243,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q2,2182,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q3,2365,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q4,2309,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q1,2358,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q2,2307,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q3,2439,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q4,2396,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q1,2469,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q2,2351,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q3,2372,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q4,2478,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q1,2449,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q2,2391,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q3,2506,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q4,2517,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q1,2412,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q2,1469,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q3,1756,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q4,1864,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q1,1795,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q2,1918,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q3,1732,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q4,1799,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2022Q1,1866,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q1,1497,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q2,1394,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q3,1512,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q4,1522,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q1,1633,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q2,1565,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q3,1611,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q4,1665,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q1,1664,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q2,1547,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q3,1682,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q4,1689,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q1,1767,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q2,1655,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q3,1768,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q4,1760,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q1,1909,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q2,1717,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q3,1730,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q4,1869,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q1,1836,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q2,1723,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q3,1761,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q4,1830,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q1,1789,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q2,883,Actual,Kilotonnes,Carbon dioxide equivalents,P
